Elm, Pine, Oak, Alder, Hazel, Ash, Lime, Birch, Hornbeam, Larch, Beech, Willow, Maple, PFT, Elm-R, Pine-R, Oak-R, Alder-R, Hazel-R, Ash-R, Lime-R, Birch-R, Hornbeam-R, Larch-R, Beech-R, Willow-R, Maple-R, PFT-R 
0.25, 0, 0.95, 0, 53.3, 29.4, 0, 0, 0, 0, 0, 0, 27.85, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 54.3, 30.3, 0, 0, 0, 0, 0, 0, 28.25, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 55.25, 30.9, 0, 0, 0, 0, 0, 0, 28.4, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 56, 31.5, 0, 0, 0, 0, 0, 0, 28.5, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 56.45, 31.6, 0, 0, 0, 0, 0, 0, 28.55, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 56.9, 31.65, 0, 0, 0, 0, 0, 0, 28.55, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 57.4, 31.9, 0, 0, 0, 0, 0, 0, 28.65, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 57.6, 31.75, 0, 0, 0, 0, 0, 0, 28.9, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 57.75, 31.85, 0, 0, 0, 0, 0, 0, 28.9, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 57.9, 31.9, 0, 0, 0, 0, 0, 0, 28.9, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 57.9, 31.95, 0, 0, 0, 0, 0, 0, 28.9, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 58.1, 31.95, 0, 0, 0, 0, 0, 0, 28.95, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 58.15, 32, 0, 0, 0, 0, 0, 0, 28.95, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 58.25, 32, 0, 0, 0, 0, 0, 0, 28.95, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 58.25, 32.1, 0, 0, 0, 0, 0, 0, 29, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 58.3, 32.1, 0, 0, 0, 0, 0, 0, 29, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 58.3, 32.1, 0, 0, 0, 0, 0, 0, 29, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 58.35, 32.1, 0, 0, 0, 0, 0, 0, 29, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 58.35, 32.1, 0, 0, 0, 0, 0, 0, 29, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 58.5, 32.1, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 46, 32 
