Elm, Pine, Oak, Alder, Hazel, Ash, Lime, Birch, Hornbeam, Larch, Beech, Willow, Maple, PFT, Elm-R, Pine-R, Oak-R, Alder-R, Hazel-R, Ash-R, Lime-R, Birch-R, Hornbeam-R, Larch-R, Beech-R, Willow-R, Maple-R, PFT-R 
0.25, 0, 0, 0, 58.6, 25.75, 0, 0, 0, 0, 0, 0, 4.9, 5.95,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0, 0, 58.7, 26, 0, 0, 0, 0, 0, 0, 4.9, 6,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0, 0, 58.85, 25.85, 0, 0, 0, 0, 0, 0, 4.9, 6,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0, 0, 58.95, 25.85, 0, 0, 0, 0, 0, 0, 4.9, 6.05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0, 0, 58.9, 25.95, 0, 0, 0, 0, 0, 0, 4.9, 6.05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0, 0, 58.9, 25.9, 0, 0, 0, 0, 0, 0, 4.9, 6.05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0, 0, 59, 25.95, 0, 0, 0, 0, 0, 0, 4.9, 6.1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0, 0, 59, 26, 0, 0, 0, 0, 0, 0, 4.9, 6.1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0, 0, 59.05, 26, 0, 0, 0, 0, 0, 0, 4.9, 6.1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0, 0, 59.1, 25.95, 0, 0, 0, 0, 0, 0, 4.9, 6.1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0, 0, 59.1, 25.95, 0, 0, 0, 0, 0, 0, 4.9, 6.1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0, 0, 59.1, 26, 0, 0, 0, 0, 0, 0, 4.9, 6.1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0, 0, 59.1, 26, 0, 0, 0, 0, 0, 0, 4.9, 6.1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0, 0, 59.1, 26, 0, 0, 0, 0, 0, 0, 4.9, 6.1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0, 0, 59.1, 26, 0, 0, 0, 0, 0, 0, 4.9, 6.1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0, 0, 59.1, 26, 0, 0, 0, 0, 0, 0, 4.9, 6.1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0, 0, 59.1, 26, 0, 0, 0, 0, 0, 0, 4.9, 6.1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0, 0, 59.1, 26.05, 0, 0, 0, 0, 0, 0, 4.9, 6.1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0, 0, 59.15, 26.05, 0, 0, 0, 0, 0, 0, 4.9, 6.1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0, 0, 59.15, 26.05, 0, 0, 0, 0, 0, 0, 4.9, 6.1, 0, 0, 6, 0, 0, 2, 0, 0, 0, 0, 0, 0, 6, 0 
