Elm, Pine, Oak, Alder, Hazel, Ash, Lime, Birch, Hornbeam, Larch, Beech, Willow, Maple, PFT, Elm-R, Pine-R, Oak-R, Alder-R, Hazel-R, Ash-R, Lime-R, Birch-R, Hornbeam-R, Larch-R, Beech-R, Willow-R, Maple-R, PFT-R 
0.25, 111.1, 0, 0, 3.3, 1.95, 0, 0, 0, 0, 0, 0, 26.05, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 111.9, 0, 0, 3.3, 1.95, 0, 0, 0, 0, 0, 0, 26.1, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 112.45, 0, 0, 3.3, 1.95, 0, 0, 0, 0, 0, 0, 26.55, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 104.7, 0, 0, 3.3, 1.95, 0, 0, 0, 0, 0, 0, 26.9, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 98.75, 0, 0, 3.3, 1.95, 0, 0, 0, 0, 0, 0, 28.15, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 100.9, 0, 0, 3.3, 1.95, 0, 0, 0, 0, 0, 0, 29.35, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 103.75, 0, 0, 3.3, 1.95, 0, 0, 0, 0, 0, 0, 30.05, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 105.2, 0, 0, 3.3, 1.95, 0, 0, 0, 0, 0, 0, 30.65, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 93.4, 0, 0, 3.3, 1.95, 0, 0, 0, 0, 0, 0, 31.4, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 96.65, 0, 0, 3.3, 1.95, 0, 0, 0, 0, 0, 0, 32.5, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 98, 0, 0, 3.3, 1.95, 0, 0, 0, 0, 0, 0, 33.85, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 4, 2 
