Elm, Pine, Oak, Alder, Hazel, Ash, Lime, Birch, Hornbeam, Larch, Beech, Willow, Maple, PFT, Elm-R, Pine-R, Oak-R, Alder-R, Hazel-R, Ash-R, Lime-R, Birch-R, Hornbeam-R, Larch-R, Beech-R, Willow-R, Maple-R, PFT-R 
23.45, 0, 0.95, 0, 49.55, 1.95, 0, 0, 0, 0, 0, 0, 0.3, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
23.55, 0, 0.95, 0, 49.55, 1.95, 0, 0, 0, 0, 0, 0, 0.3, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
23.55, 0, 0.95, 0, 49.65, 1.95, 0, 0, 0, 0, 0, 0, 0.3, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
23.55, 0, 0.95, 0, 49.65, 1.95, 0, 0, 0, 0, 0, 0, 0.3, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
23.45, 0, 0.95, 0, 49.65, 1.95, 0, 0, 0, 0, 0, 0, 0.3, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
23.45, 0, 0.95, 0, 49.65, 1.95, 0, 0, 0, 0, 0, 0, 0.3, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
23.4, 0, 0.95, 0, 49.65, 1.95, 0, 0, 0, 0, 0, 0, 0.3, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
23.4, 0, 0.95, 0, 49.65, 1.95, 0, 0, 0, 0, 0, 0, 0.3, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
23.4, 0, 0.95, 0, 49.65, 1.95, 0, 0, 0, 0, 0, 0, 0.3, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
23.4, 0, 0.95, 0, 49.7, 1.95, 0, 0, 0, 0, 0, 0, 0.3, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
23.4, 0, 0.95, 0, 49.7, 1.95, 0, 0, 0, 0, 0, 0, 0.3, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
23.4, 0, 0.95, 0, 49.7, 1.95, 0, 0, 0, 0, 0, 0, 0.3, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
23.4, 0, 0.95, 0, 49.7, 1.95, 0, 0, 0, 0, 0, 0, 0.3, 0, 4, 2, 0, 0, 28, 3, 0, 0, 0, 0, 4, 2, 0, 68 
