Elm, Pine, Oak, Alder, Hazel, Ash, Lime, Birch, Hornbeam, Larch, Beech, Willow, Maple, PFT, Elm-R, Pine-R, Oak-R, Alder-R, Hazel-R, Ash-R, Lime-R, Birch-R, Hornbeam-R, Larch-R, Beech-R, Willow-R, Maple-R, PFT-R 
0.25, 0, 0, 0, 80.9, 48.2, 0, 0, 0, 0, 0, 0, 2.25, 10.35,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0, 0, 80.9, 48.2, 0, 0, 0, 0, 0, 0, 2.25, 10.35,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0, 0, 80.9, 48.2, 0, 0, 0, 0, 0, 0, 2.25, 10.35,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0, 0, 80.9, 48.2, 0, 0, 0, 0, 0, 0, 2.25, 10.35,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0, 0, 80.9, 48.2, 0, 0, 0, 0, 0, 0, 2.25, 10.35,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0, 0, 80.9, 48.2, 0, 0, 0, 0, 0, 0, 2.25, 10.35,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0, 0, 80.9, 48.2, 0, 0, 0, 0, 0, 0, 2.25, 10.35,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0, 0, 80.9, 48.2, 0, 0, 0, 0, 0, 0, 2.25, 10.35,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0, 0, 80.9, 48.2, 0, 0, 0, 0, 0, 0, 2.25, 10.35,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0, 0, 80.9, 48.2, 0, 0, 0, 0, 0, 0, 2.25, 10.35, 0, 0, 0, 0, 158, 15, 0, 0, 0, 0, 0, 0, 2, 17 
