Elm, Pine, Oak, Alder, Hazel, Ash, Lime, Birch, Hornbeam, Larch, Beech, Willow, Maple, PFT, Elm-R, Pine-R, Oak-R, Alder-R, Hazel-R, Ash-R, Lime-R, Birch-R, Hornbeam-R, Larch-R, Beech-R, Willow-R, Maple-R, PFT-R 
0, 0, 1, 0, 282, 32, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 282, 32, 0, 0, 0, 0, 0, 0, 3, 0 
0.3, 0, 0.95, 0, 79.85, 18.65, 0, 0, 0, 0, 0, 0, 1.5, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 80.95, 19.85, 0, 0, 0, 0, 0, 0, 1.5, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 82.65, 21.1, 0, 0, 0, 0, 0, 0, 1.5, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 83.3, 21.7, 0, 0, 0, 0, 0, 0, 1.5, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 84.5, 22.45, 0, 0, 0, 0, 0, 0, 1.5, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 85.35, 23, 0, 0, 0, 0, 0, 0, 1.5, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 85.7, 23.2, 0, 0, 0, 0, 0, 0, 1.5, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 85.85, 23.45, 0, 0, 0, 0, 0, 0, 1.5, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 86.15, 23.6, 0, 0, 0, 0, 0, 0, 1.5, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 86.25, 23.7, 0, 0, 0, 0, 0, 0, 1.5, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 86.4, 23.7, 0, 0, 0, 0, 0, 0, 1.5, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 86.5, 23.7, 0, 0, 0, 0, 0, 0, 1.5, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 86.5, 23.65, 0, 0, 0, 0, 0, 0, 1.5, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 86.45, 23.65, 0, 0, 0, 0, 0, 0, 1.5, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 86.45, 23.75, 0, 0, 0, 0, 0, 0, 1.5, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 86.4, 23.75, 0, 0, 0, 0, 0, 0, 1.5, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 86.45, 23.7, 0, 0, 0, 0, 0, 0, 1.5, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 86.45, 23.7, 0, 0, 0, 0, 0, 0, 1.5, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 86.45, 23.7, 0, 0, 0, 0, 0, 0, 1.5, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 86.45, 23.7, 0, 0, 0, 0, 0, 0, 1.5, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 86.45, 23.7, 0, 0, 0, 0, 0, 0, 1.5, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 86.45, 23.7, 0, 0, 0, 0, 0, 0, 1.5, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 86.45, 23.7, 0, 0, 0, 0, 0, 0, 1.5, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 86.45, 23.7, 0, 0, 0, 0, 0, 0, 1.5, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 86.45, 23.7, 0, 0, 0, 0, 0, 0, 1.5, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 86.45, 23.7, 0, 0, 0, 0, 0, 0, 1.5, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 86.45, 23.7, 0, 0, 0, 0, 0, 0, 1.5, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
