Elm, Pine, Oak, Alder, Hazel, Ash, Lime, Birch, Hornbeam, Larch, Beech, Willow, Maple, PFT, Elm-R, Pine-R, Oak-R, Alder-R, Hazel-R, Ash-R, Lime-R, Birch-R, Hornbeam-R, Larch-R, Beech-R, Willow-R, Maple-R, PFT-R 
0.25, 0, 0.95, 0, 57.95, 18.35, 0, 0, 0, 0, 0, 23.55, 16.3, 23.5,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 58, 18.6, 0, 0, 0, 0, 0, 23.6, 16.45, 23.55,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 58.1, 18.55, 0, 0, 0, 0, 0, 23.6, 16.65, 23.6,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 58.25, 18.7, 0, 0, 0, 0, 0, 23.75, 16.65, 23.6,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 58.1, 18.55, 0, 0, 0, 0, 0, 23.7, 16.6, 23.6,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 58, 18.65, 0, 0, 0, 0, 0, 23.7, 16.55, 23.6,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 58.05, 18.7, 0, 0, 0, 0, 0, 23.7, 16.6, 23.6,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 58.15, 18.75, 0, 0, 0, 0, 0, 23.75, 16.6, 23.55,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 58.15, 18.75, 0, 0, 0, 0, 0, 23.85, 16.6, 23.5,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 58.3, 18.75, 0, 0, 0, 0, 0, 23.85, 16.6, 23.5,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 58.4, 18.75, 0, 0, 0, 0, 0, 23.85, 16.55, 23.5,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 58.4, 18.8, 0, 0, 0, 0, 0, 23.85, 16.55, 23.5,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 58.35, 18.85, 0, 0, 0, 0, 0, 23.85, 16.55, 23.5,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 58.35, 18.85, 0, 0, 0, 0, 0, 23.85, 16.55, 23.5,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 58.35, 18.85, 0, 0, 0, 0, 0, 23.85, 16.55, 23.5,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 58.35, 18.85, 0, 0, 0, 0, 0, 23.8, 16.55, 23.5,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 58.35, 18.85, 0, 0, 0, 0, 0, 23.8, 16.55, 23.5,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 58.35, 18.85, 0, 0, 0, 0, 0, 23.8, 16.55, 23.5,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 58.35, 18.85, 0, 0, 0, 0, 0, 23.8, 16.55, 23.5,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 58.35, 18.85, 0, 0, 0, 0, 0, 23.8, 16.55, 23.5,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 0, 0.95, 0, 58.35, 18.85, 0, 0, 0, 0, 0, 23.8, 16.55, 23.5, 0, 0, 0, 0, 246, 55, 0, 0, 0, 0, 0, 4, 0, 26 
