Elm, Pine, Oak, Alder, Hazel, Ash, Lime, Birch, Hornbeam, Larch, Beech, Willow, Maple, PFT, Elm-R, Pine-R, Oak-R, Alder-R, Hazel-R, Ash-R, Lime-R, Birch-R, Hornbeam-R, Larch-R, Beech-R, Willow-R, Maple-R, PFT-R 
0.25, 92.25, 0, 0, 3.3, 3.4, 0, 0, 0, 0, 0, 0, 23.4, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 92.15, 0, 0, 3.3, 3.4, 0, 0, 0, 0, 0, 0, 24.05, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 93.15, 0, 0, 3.3, 3.4, 0, 0, 0, 0, 0, 0, 24.5, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 94.35, 0, 0, 3.3, 3.4, 0, 0, 0, 0, 0, 0, 25.1, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 88.85, 0, 0, 3.3, 3.4, 0, 0, 0, 0, 0, 0, 25.8, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 83.85, 0, 0, 3.3, 3.4, 0, 0, 0, 0, 0, 0, 26.55, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 84.85, 0, 0, 3.3, 3.4, 0, 0, 0, 0, 0, 0, 28, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 87.45, 0, 0, 3.3, 3.4, 0, 0, 0, 0, 0, 0, 28.75, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 88.6, 0, 0, 3.3, 3.4, 0, 0, 0, 0, 0, 0, 29.45, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 80.55, 0, 0, 3.3, 3.4, 0, 0, 0, 0, 0, 0, 30.35, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 82.95, 0, 0, 3.3, 3.4, 0, 0, 0, 0, 0, 0, 30.9, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
0.25, 83.85, 0, 0, 3.3, 3.4, 0, 0, 0, 0, 0, 0, 31.9, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 32, 14, 0 
