Elm, Pine, Oak, Alder, Hazel, Ash, Lime, Birch, Hornbeam, Larch, Beech, Willow, Maple, PFT, Elm-R, Pine-R, Oak-R, Alder-R, Hazel-R, Ash-R, Lime-R, Birch-R, Hornbeam-R, Larch-R, Beech-R, Willow-R, Maple-R, PFT-R 
57, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
58.8, 0, 0.95, 0, 2.1, 1.2, 0, 0, 0, 0, 0, 0, 0.3, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
73.25, 0, 0.95, 0, 2.2, 1.25, 0, 0, 0, 0, 0, 0, 0.3, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
86.85, 0, 0.95, 0, 2.45, 1.4, 0, 0, 0, 0, 0, 0, 0.3, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
100.75, 0, 0.95, 0, 2.7, 1.5, 0, 0, 0, 0, 0, 0, 0.3, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
113.15, 0, 0.95, 0, 2.9, 1.55, 0, 0, 0, 0, 0, 0, 0.3, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
120.2, 0, 0.95, 0, 2.95, 1.75, 0, 0, 0, 0, 0, 0, 0.3, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
125.35, 0, 0.95, 0, 2.95, 1.85, 0, 0, 0, 0, 0, 0, 0.3, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
130.5, 0, 0.95, 0, 3.1, 1.9, 0, 0, 0, 0, 0, 0, 0.3, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
134.2, 0, 0.95, 0, 3.15, 1.95, 0, 0, 0, 0, 0, 0, 0.3, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
138.3, 0, 0.95, 0, 3.25, 1.95, 0, 0, 0, 0, 0, 0, 0.3, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
141.7, 0, 0.95, 0, 3.25, 1.95, 0, 0, 0, 0, 0, 0, 0.3, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
146, 0, 0.95, 0, 3.25, 1.95, 0, 0, 0, 0, 0, 0, 0.3, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
148.6, 0, 0.95, 0, 3.25, 1.9, 0, 0, 0, 0, 0, 0, 0.3, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
149.4, 0, 0.95, 0, 3.25, 1.9, 0, 0, 0, 0, 0, 0, 0.3, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
